,second_name,first_name,id,team,element_type,total_points,points_per_game,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,ep_next,ep_this,event_points,form,in_dreamteam,news,news_added,now_cost,photo,selected_by_percent,special,squad_number,status,team_code,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
197,Adaramola,Tayo,763,8,2,0,0.0,0.0,0.0,501468,0,0,0,0,0,0.0,0.0,0,0.0,False,Joined Belgian club RWD Molenbeek on loan until the end of the season,2024-01-29T08:13:11.639138Z,40,501468.jpg,0.0,False,,u,31,862,0,741,7,0.0,0.0,Adaramola,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,618,230,604,229,568,219,622,230,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,744,213,484,181,629,226,735,253,0.0,0.0
198,Muñoz,Daniel,792,8,2,13,2.2,,,247348,0,0,0,0,0,0.0,4.0,4,3.5,False,,,45,247348.jpg,0.1,False,,a,31,12655,511,3665,410,0.8,2.9,Muñoz,540,0,1,1,12,0,0,0,3,0,0,1,85,115.2,85.4,41.0,24.2,6,0.66,0.31,0.97,7.20,337,130,281,84,337,111,350,127,,,,,,,0.11,0.0,0.05,0.16,1.2,2.0,405,78,76,21,271,91,442,171,1.0,0.17
199,Branthwaite,Jarrad,245,9,2,78,3.1,100.0,100.0,480455,0,0,2,-2,1,0.0,3.2,1,3.2,False,,2023-12-10T19:30:09.541373Z,42,480455.jpg,5.4,False,,a,11,910779,4682,325748,11776,0.8,18.6,Branthwaite,2250,2,0,7,34,0,0,0,7,0,0,7,427,540.0,47.6,125.0,71.4,25,1.34,1.01,2.35,34.87,51,15,347,120,198,46,172,44,,,,,,,0.05,0.0,0.04,0.09,1.39,1.36,662,159,80,22,131,24,72,24,1.0,0.28
200,Coleman,Seamus,247,9,2,14,2.8,100.0,100.0,59949,0,0,-1,1,0,0.0,0.0,0,0.0,False,,2024-01-25T18:00:09.192580Z,44,59949.jpg,0.0,False,,a,11,4460,54,7344,79,0.0,3.2,Coleman,232,0,0,2,2,0,0,0,0,0,0,0,66,50.6,3.3,2.0,5.7,2,0.00,0.06,0.06,3.15,419,158,457,167,454,166,457,163,,,,,,,0.0,0.0,0.02,0.02,1.22,0.78,515,87,566,235,163,39,541,205,0.78,0.78
201,Godfrey,Ben,252,9,2,19,2.1,,,198826,0,0,-2,2,0,0.0,1.5,1,1.5,False,,,43,198826.jpg,0.1,False,,a,11,8180,99,14912,105,0.3,4.4,Godfrey,670,0,0,2,9,0,0,0,2,0,0,0,86,127.6,39.5,134.0,30.1,8,1.49,0.49,1.98,10.82,328,127,368,129,192,42,323,115,,,,,,,0.2,0.0,0.07,0.27,1.45,1.21,622,138,204,65,284,93,380,149,1.07,0.27
202,Keane,Michael,257,9,2,18,2.6,100.0,100.0,106611,0,0,-2,2,1,0.0,0.0,0,0.0,False,,2023-12-14T18:00:09.055302Z,43,106611.jpg,0.2,False,,a,11,17131,38,28766,127,0.0,4.2,Keane,403,1,0,1,11,0,0,0,1,0,0,2,69,106.0,4.0,90.0,20.0,4,0.56,0.06,0.62,9.61,344,135,452,165,241,69,372,133,,,,,,,0.13,0.0,0.01,0.14,2.15,2.46,607,127,540,223,199,55,332,132,0.89,0.22
203,Mykolenko,Vitalii,260,9,2,85,3.7,100.0,100.0,224967,0,0,1,-1,2,0.0,1.5,1,1.5,False,,2024-02-22T15:30:08.434315Z,46,224967.jpg,5.1,False,,a,11,1094848,2694,571425,15414,0.3,18.5,Mykolenko,2064,2,1,7,30,0,0,0,1,0,0,7,380,453.2,205.3,202.0,86.0,23,1.45,0.91,2.36,31.87,87,32,147,31,138,14,121,24,,,,,,,0.06,0.0,0.04,0.1,1.39,1.31,346,46,209,68,70,12,76,27,1.0,0.31
204,Patterson,Nathan,262,9,2,34,1.8,,,243571,0,0,-2,2,0,0.0,0.0,0,0.0,False,,,43,243571.jpg,0.2,False,,a,11,24083,42,33680,118,0.0,7.9,Patterson,954,0,2,2,19,0,0,0,4,0,0,3,181,201.6,131.8,24.0,35.9,9,0.34,1.02,1.36,19.00,265,100,215,51,389,136,294,99,,,,,,,0.03,0.0,0.1,0.13,1.79,1.79,635,147,558,234,332,114,363,144,0.85,0.19
205,Tarkowski,James,265,9,2,84,3.0,100.0,100.0,17761,0,0,1,-1,1,0.0,1.2,1,1.2,False,,2023-08-06T23:30:05.744451Z,46,17761.jpg,5.1,False,,a,11,985940,1545,643707,13158,0.3,18.3,Tarkowski,2520,1,1,8,39,0,0,0,5,0,0,6,470,673.2,206.5,256.0,113.8,28,2.10,1.93,4.03,39.88,27,3,146,30,108,5,73,7,,,,,,,0.08,0.0,0.07,0.15,1.42,1.39,333,40,226,72,145,31,75,26,1.0,0.29
206,Young,Ashley,588,9,2,43,2.0,100.0,100.0,18892,0,0,-1,1,0,0.0,2.0,1,2.0,False,,2023-12-10T23:00:10.810898Z,44,18892.jpg,0.3,False,,a,11,37217,122,78654,272,0.5,9.8,Young,1526,0,0,5,23,1,0,0,4,1,0,2,232,183.4,306.5,41.0,53.4,19,0.44,1.35,1.79,25.20,284,108,89,16,335,109,221,64,,,1.0,,,,0.03,0.0,0.08,0.11,1.49,1.36,511,85,159,51,296,99,305,122,1.12,0.29
207,Campbell,Elijah,761,9,2,0,0.0,0.0,0.0,491745,0,0,0,0,0,0.0,0.0,0,0.0,False,Season-long loan to Fleetwood Town,2024-02-04T18:40:25.640287Z,40,491745.jpg,0.0,False,,u,11,689,0,706,9,0.0,0.0,Campbell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,616,228,602,227,566,217,620,228,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,742,211,482,179,627,224,726,251,0.0,0.0
208,Diop,Issa,271,10,2,38,2.5,100.0,100.0,219924,0,0,-1,1,0,0.0,0.5,0,0.5,False,,2024-01-31T01:30:12.801982Z,44,219924.jpg,0.4,False,,a,54,90139,258,117009,154,0.1,8.6,Diop,1153,0,0,4,21,0,0,0,2,0,0,3,219,282.4,19.0,33.0,33.6,13,0.18,0.40,0.58,27.52,209,79,410,148,360,123,307,106,,,,,,,0.01,0.0,0.03,0.04,2.15,1.64,546,107,304,100,215,62,257,102,1.01,0.31
209,Kongolo,Terence,274,10,2,0,0.0,0.0,0.0,109434,0,0,0,0,0,0.0,0.0,0,0.0,False,Season-long loan to Rapid Vienna,2023-09-03T20:04:54.860410Z,40,109434.jpg,0.1,False,,u,54,1162,0,10931,13,0.0,0.0,Kongolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,565,197,551,196,514,185,569,197,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,681,170,428,145,576,193,493,190,0.0,0.0
210,Mbabu,Kevin,277,10,2,0,0.0,0.0,0.0,120721,0,0,0,0,0,0.0,0.0,0,0.0,False,Season-long loan to Augsburg,2023-09-03T20:05:44.450227Z,40,120721.jpg,0.2,False,,u,54,4952,0,43312,44,0.0,0.0,Mbabu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,570,200,556,199,519,188,574,200,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,686,173,433,148,581,196,352,137,0.0,0.0
211,Ream,Tim,281,10,2,39,2.3,100.0,100.0,82514,0,0,0,0,1,-0.3,0.2,0,0.2,False,,2023-12-14T16:00:09.779808Z,45,82514.jpg,0.6,False,,a,54,279508,769,287202,422,0.0,8.7,Ream,1413,1,0,3,29,0,0,0,2,1,0,4,252,320.6,17.9,45.0,38.4,16,0.96,0.16,1.12,31.92,180,64,414,150,326,105,284,95,,,,,,,0.06,0.0,0.01,0.07,2.03,1.85,357,54,356,120,250,82,229,93,1.02,0.19
212,Robinson,Antonee,283,10,2,74,2.7,100.0,100.0,169528,0,0,0,0,0,3.0,3.5,1,3.5,False,,2023-09-16T20:00:07.420575Z,45,169528.jpg,3.9,False,,a,54,392967,24974,187079,3530,0.8,16.4,Robinson,2378,0,5,6,43,2,0,0,4,0,0,5,482,600.4,403.4,166.0,117.0,27,0.55,2.65,3.20,47.02,37,9,59,8,162,23,70,5,,,,,,,0.02,0.0,0.1,0.12,1.78,1.63,369,60,75,20,178,47,89,31,1.02,0.23
213,Tete,Kenny,285,10,2,23,2.3,100.0,100.0,167074,0,0,-1,1,0,-0.5,0.0,0,0.0,False,,2024-02-09T16:30:08.472970Z,44,167074.jpg,0.3,False,,a,54,29985,201,68347,112,0.0,5.2,Tete,670,1,0,2,16,0,0,0,2,0,0,0,130,164.0,67.4,56.0,28.7,8,0.78,0.29,1.07,19.06,301,116,316,106,309,97,329,119,,,,,,,0.1,0.0,0.04,0.14,2.56,2.15,530,94,573,237,247,80,309,123,1.07,0.27
214,Adarabioyo,Tosin,286,10,2,44,3.1,100.0,100.0,109646,0,0,-2,2,1,1.5,2.0,1,2.0,False,,2023-09-15T16:00:07.700688Z,43,109646.jpg,0.2,False,,a,54,48244,943,35774,289,0.5,10.2,Tosin,1082,1,0,4,15,0,0,0,1,0,0,2,216,299.6,23.6,97.0,42.0,12,0.59,0.26,0.85,19.90,200,74,397,144,234,65,270,88,,,,,,,0.05,0.0,0.02,0.07,1.66,1.25,609,129,157,49,132,25,323,127,1.0,0.33
215,Bassey,Calvin,610,10,2,41,2.2,100.0,100.0,232892,0,0,-1,1,1,4.3,4.8,2,4.8,False,,2023-12-30T22:30:10.528906Z,44,232892.jpg,0.7,False,,a,54,36474,8135,35773,849,1.1,9.3,Bassey,1399,1,0,3,25,0,0,0,2,1,0,3,267,301.0,25.0,35.0,36.3,15,0.23,0.10,0.33,25.54,199,73,396,143,353,119,291,98,,,,,,,0.01,0.0,0.01,0.02,1.64,1.61,553,110,36,7,266,86,227,92,0.96,0.19
216,De Fougerolles,Luc,625,10,2,0,0.0,,,547686,0,0,-1,1,0,-0.5,0.0,0,0.0,False,,,39,547686.jpg,0.1,False,,a,54,5905,112,6262,62,0.0,0.0,De Fougerolles,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,560,196,546,195,508,183,564,196,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,828,266,423,144,571,192,451,175,0.0,0.0
217,Castagne,Timothy,688,10,2,67,2.7,,,166477,0,0,0,0,1,3.0,3.5,1,3.5,False,,,45,166477.jpg,1.4,False,,a,54,210009,9734,133171,1489,0.8,14.9,Castagne,1924,0,1,6,28,0,0,0,2,0,0,5,353,329.8,228.7,158.0,71.8,21,1.02,1.15,2.17,29.69,170,61,131,26,171,28,169,43,,,,,,,0.05,0.0,0.05,0.1,1.39,1.31,368,59,74,19,177,46,176,75,0.98,0.28
218,Ballo-Touré,Fodé,707,10,2,4,0.8,100.0,100.0,225897,0,0,0,0,0,-0.5,0.0,0,0.0,False,,2023-12-30T22:30:10.672858Z,45,225897.jpg,0.1,False,,a,54,5716,503,4587,82,0.0,0.9,Ballo-Touré,53,0,0,0,1,0,0,0,1,0,0,0,17,13.4,2.1,2.0,1.9,0,0.00,0.00,0.00,0.80,470,172,465,170,456,167,493,176,,,,,,,0.0,0.0,0.0,0.0,1.36,1.7,390,71,627,257,521,173,487,188,0.0,0.0
219,Tanton,Devan,732,10,2,0,0.0,,,487693,0,0,0,0,0,-0.5,0.0,0,0.0,False,,,40,487693.jpg,0.0,False,,a,54,2296,46,1790,30,0.0,0.0,Tanton,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,615,227,601,226,565,216,619,227,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,741,210,481,178,626,223,611,225,0.0,0.0
220,Alexander-Arnold,Trent,290,11,2,103,4.9,0.0,0.0,169187,0,0,5,-5,3,0.0,0.0,0,0.0,False,Knee injury - Expected back 31 Mar,2024-02-10T20:00:08.173397Z,85,169187.jpg,8.5,False,,i,14,3078921,548,4080529,15201,0.0,12.1,Alexander-Arnold,1622,2,5,7,18,0,0,0,5,0,0,18,473,462.6,818.5,148.0,143.1,19,1.98,4.51,6.49,20.08,81,30,11,3,181,35,39,4,1.0,,1.0,,,,0.11,0.0,0.25,0.36,1.11,1.0,8,1,835,270,19,2,48,16,1.05,0.39
221,Gomez,Joe,298,11,2,65,2.7,100.0,100.0,171287,0,0,1,-1,1,0.0,2.0,2,2.5,False,,2023-11-13T01:00:09.440163Z,46,171287.jpg,1.6,False,,a,14,374249,2212,242450,3153,0.5,14.1,Gomez,1442,0,1,7,11,0,0,0,4,0,0,2,317,256.4,268.9,88.0,61.5,14,0.79,0.63,1.42,20.98,223,84,107,20,244,71,200,54,,,,,,,0.05,0.0,0.04,0.09,1.31,0.69,339,43,128,36,180,49,158,65,0.87,0.44
222,Konaté,Ibrahima,302,11,2,51,2.7,50.0,50.0,204716,0,0,-1,1,0,0.0,1.0,0,2.5,False,Hamstring injury - 50% chance of playing,2024-03-08T10:30:08.423474Z,49,204716.jpg,2.1,False,,d,14,429031,252,409347,9547,0.5,10.4,Konaté,1328,0,0,6,15,0,0,0,3,1,0,2,281,313.6,127.3,73.0,51.4,14,0.45,0.41,0.86,18.20,187,70,219,53,271,82,228,68,,,,,,,0.03,0.0,0.03,0.06,1.23,1.02,240,27,129,37,184,50,139,57,0.95,0.41
223,Matip,Joel,305,11,2,21,2.1,0.0,0.0,60914,0,0,-2,2,0,0.0,0.0,0,0.0,False,Knee injury - Expected back 19 May,2023-12-03T23:30:10.074436Z,48,60914.jpg,0.3,False,,i,14,68515,14,82252,118,0.0,4.4,Matip,779,0,0,2,9,1,0,0,2,0,0,0,145,192.8,33.3,35.0,26.1,9,0.48,0.11,0.59,11.21,277,104,376,135,355,120,343,124,,,,,,,0.06,0.0,0.01,0.07,1.3,1.04,274,32,740,263,287,96,304,121,1.04,0.23
224,Phillips,Nathaniel,306,11,2,0,0.0,0.0,0.0,197464,0,0,0,0,0,0.0,0.0,0,0.0,False,Loaned to Celtic - expected back January,2023-09-01T07:23:15.190757Z,40,197464.jpg,0.1,False,,u,14,2433,0,19144,15,0.0,0.0,Phillips,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,575,204,561,203,524,192,579,204,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,693,179,438,152,586,200,423,166,0.0,0.0
225,Robertson,Andrew,307,11,2,36,2.4,100.0,100.0,122798,0,0,-1,1,1,0.0,1.3,1,1.8,False,,2024-03-01T13:00:10.035871Z,64,122798.jpg,3.6,False,,a,14,759707,6194,853323,5912,0.3,5.6,Robertson,1063,1,1,1,14,0,0,0,2,0,0,3,259,307.6,528.1,72.0,90.8,11,0.68,2.09,2.77,16.86,193,72,34,5,274,84,114,22,2.0,,,,,,0.06,0.0,0.18,0.24,1.43,1.19,48,4,195,58,245,78,95,36,0.93,0.08
226,Tsimikas,Konstantinos,311,11,2,47,3.9,100.0,100.0,214285,0,0,0,0,1,0.0,-0.3,0,0.2,False,,2023-12-23T22:00:09.220836Z,45,214285.jpg,1.4,False,,a,14,1880222,248,1780412,1370,0.0,10.4,Tsimikas,669,0,3,4,7,0,0,0,0,0,0,4,199,158.8,267.0,33.0,46.0,8,0.09,1.26,1.35,8.42,307,120,108,21,361,124,249,78,3.0,,,,,,0.01,0.0,0.17,0.18,1.13,0.94,382,67,357,121,56,7,175,74,1.08,0.54
227,van den Berg,Sepp,312,11,2,0,0.0,0.0,0.0,444765,0,0,0,0,0,0.0,0.0,0,0.0,False,Season long loan to Mainz 05,2023-07-17T06:21:35.145355Z,40,444765.jpg,0.0,False,,u,14,0,0,2550,5,0.0,0.0,Van den Berg,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,598,219,584,218,547,207,602,219,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,721,199,463,169,609,215,661,235,0.0,0.0
228,van Dijk,Virgil,313,11,2,100,3.8,100.0,100.0,97032,1,-1,5,-5,1,0.0,4.0,2,4.5,False,,2023-11-09T08:30:08.885661Z,65,97032.jpg,18.3,False,,a,14,2299239,38733,1454560,22622,0.7,15.4,Virgil,2277,2,2,8,25,0,0,0,1,1,0,8,516,712.4,133.7,303.0,115.1,26,2.14,0.86,3.00,34.44,18,1,212,49,87,4,71,6,,,3.0,,,,0.08,0.0,0.03,0.11,1.36,0.99,45,3,46,9,67,11,17,5,1.03,0.32
229,Quansah,Jarell,626,11,2,17,1.9,,,441428,0,0,0,0,0,0.0,0.5,2,1.0,False,,,40,441428.jpg,0.2,False,,a,14,35166,541,27290,292,0.2,4.2,Quansah,531,0,0,1,4,0,0,0,1,0,0,0,97,95.0,9.1,15.0,11.9,6,0.12,0.06,0.18,6.26,351,138,442,160,415,150,421,152,,,,,,,0.02,0.0,0.01,0.03,1.06,0.68,718,197,237,75,314,107,362,143,1.02,0.17
230,Chambers,Luke,726,11,2,0,0.0,0.0,0.0,462491,0,0,0,0,0,0.0,0.0,0,0.0,False,Has Joined Wigan Athletic on loan until the end of the season,2024-01-15T07:30:51.468918Z,40,462491.jpg,0.0,False,,u,14,2003,0,1977,9,0.0,0.0,Chambers,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,606,223,592,222,555,211,610,223,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,729,203,471,173,617,219,653,233,0.0,0.0
231,Scanlon,Callum,728,11,2,0,0.0,,,519328,0,0,-1,1,0,0.0,-0.5,0,0.0,False,,,39,519328.jpg,0.0,False,,a,14,3056,84,1817,79,0.0,0.0,Scanlon,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,557,194,543,193,504,180,560,193,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,824,263,419,141,568,190,585,221,0.0,0.0
232,Bradley,Conor,757,11,2,43,7.2,100.0,100.0,492777,0,0,1,-1,2,0.0,3.0,2,3.5,False,,2024-02-09T16:00:10.341546Z,41,492777.jpg,5.7,False,,a,14,854548,8153,180696,8720,0.9,10.5,Bradley,441,1,3,3,3,0,0,0,1,0,0,5,165,177.8,147.4,109.0,43.4,6,0.75,0.81,1.56,4.90,290,110,198,45,218,57,261,82,,,,,,,0.15,0.0,0.17,0.32,1.0,0.61,673,166,72,17,2,1,61,20,1.22,0.61
233,Beck,Owen,782,11,2,1,1.0,0.0,0.0,430992,0,0,0,0,0,0.0,0.0,0,0.0,False,On loan to Dundee until the end of the season,2024-01-31T09:02:32.787486Z,45,430992.jpg,0.0,False,,u,14,64,0,66,0,0.0,0.2,Beck,7,0,0,0,0,0,0,0,0,0,0,0,2,5.0,0.3,0.0,0.5,0,0.00,0.00,0.00,0.95,497,181,494,181,697,269,513,184,,,,,,,0.0,0.0,0.0,0.0,12.21,0.0,408,79,638,259,468,163,826,268,0.0,0.0
234,Nallo,Amara,837,11,2,0,0.0,,,611926,0,0,0,0,0,0.0,0.9,0,0.0,False,,,40,611926.jpg,0.0,False,,a,14,11,11,0,0,0.0,0.0,Nallo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,648,254,634,253,599,244,652,254,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,776,239,515,206,659,250,834,270,0.0,0.0
235,Andersen,Mads Juel,315,12,2,15,1.9,0.0,0.0,208904,0,0,-1,1,0,0.0,0.0,0,0.0,False,Calf injury - Unknown return date,2024-01-17T10:30:09.082409Z,39,208904.jpg,0.5,False,,i,102,206863,7,232993,370,0.0,3.8,Andersen,397,1,0,0,6,0,0,0,1,0,0,1,75,126.8,1.8,27.0,15.6,4,0.26,0.00,0.26,7.64,329,128,468,171,376,129,393,139,,,,,,,0.06,0.0,0.0,0.06,1.73,1.36,802,251,401,133,310,103,243,99,0.91,0.0
236,Bell,Amari'i,316,12,2,35,1.7,0.0,0.0,165183,0,0,-1,1,0,0.0,0.0,0,0.4,False,Hamstring injury - Unknown return date,2024-02-28T00:30:10.535716Z,39,165183.jpg,3.2,False,,i,102,326525,57,777858,7678,0.1,9.0,Bell,1720,0,0,2,41,0,0,0,0,0,0,3,263,358.2,119.6,50.0,52.7,21,0.38,0.43,0.81,38.68,144,51,232,60,316,100,223,65,,,,,,,0.02,0.0,0.02,0.04,2.02,2.15,798,249,326,104,345,119,105,42,1.1,0.1
237,Burke,Reece,318,12,2,26,1.9,100.0,100.0,156658,0,0,0,0,0,0.5,1.0,2,1.0,False,,2023-10-22T23:30:07.909991Z,40,156658.jpg,0.2,False,,a,102,38836,1103,27970,253,0.2,6.5,Burke,998,0,2,1,19,0,0,0,3,0,0,0,155,216.0,89.7,117.0,42.3,12,1.79,0.22,2.01,21.00,247,94,275,81,212,54,267,85,,,,,,,0.16,0.0,0.02,0.18,1.89,1.71,688,174,236,74,313,106,331,131,1.08,0.09
238,Doughty,Alfie,321,12,2,85,3.1,100.0,100.0,244262,0,0,2,-2,2,1.9,3.8,6,2.4,False,,2023-12-02T19:00:09.058622Z,47,244262.jpg,16.9,False,,a,102,1847469,50198,326080,6260,0.5,18.1,Doughty,2048,1,9,2,46,0,0,0,3,0,0,11,423,446.2,864.4,210.0,151.9,24,1.00,4.59,5.59,47.64,94,34,9,2,131,11,30,2,1.0,,3.0,,,,0.04,0.0,0.2,0.24,2.09,2.02,322,38,135,39,134,26,19,7,1.05,0.09
239,Osho,Gabriel,330,12,2,37,2.3,75.0,75.0,199056,0,0,-1,1,0,-0.1,-0.1,2,0.4,False,Muscle injury - 75% chance of playing,2024-03-01T16:30:09.608162Z,44,199056.jpg,0.1,False,,d,102,35227,271,25958,330,0.1,8.4,Osho,1396,2,0,2,32,0,0,0,3,0,0,1,225,366.4,19.4,91.0,47.7,16,1.03,0.06,1.09,34.94,137,50,408,147,240,68,240,76,,,,,,,0.07,0.0,0.0,0.07,2.25,2.06,537,100,328,105,248,81,384,152,1.03,0.13
240,Potts,Dan,333,12,2,0,0.0,0.0,0.0,108411,0,0,-1,1,0,0.0,0.0,0,0.0,False,Hamstring injury - Unknown return date,2024-03-01T16:30:09.620317Z,39,108411.jpg,0.1,False,,i,102,13203,35,14257,116,0.0,0.0,Potts,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,537,188,519,187,479,173,540,187,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,790,247,391,131,548,184,441,170,0.0,0.0
241,Mengi,Teden,393,12,2,33,1.6,100.0,100.0,244856,0,0,-1,1,1,0.5,1.0,3,1.0,False,,2024-02-09T16:30:08.656679Z,39,244856.jpg,1.9,False,,a,102,356323,4075,193136,1384,0.3,8.5,Mengi,1696,1,0,1,39,0,0,0,2,0,0,1,239,389.0,58.7,74.0,52.3,19,0.42,0.50,0.92,39.85,122,45,330,113,269,80,225,66,,,,,,,0.02,0.0,0.03,0.05,2.11,2.07,811,255,235,73,361,123,147,60,1.01,0.05
242,Giles,Ryan,553,12,2,11,1.0,0.0,0.0,232351,0,0,-3,3,0,0.0,0.0,0,0.0,False,Joined Hull City on loan until the end of the season,2024-01-31T09:01:37.686625Z,42,232351.jpg,0.1,False,,u,102,9853,0,20193,37,0.0,2.6,Giles,498,0,0,0,14,0,0,0,0,0,0,0,81,83.2,108.7,38.0,23.1,5,0.12,0.56,0.68,14.04,373,145,246,66,341,112,355,129,,,,,,,0.02,0.0,0.1,0.12,2.54,2.53,658,157,528,217,448,158,456,177,0.9,0.0
243,Lockyer,Tom,575,12,2,23,1.6,0.0,0.0,108796,0,0,-3,3,0,0.0,0.0,0,0.0,False,Illness - Unknown return date,2023-12-28T19:00:10.993513Z,42,108796.jpg,0.1,False,,i,102,31998,6,41994,95,0.0,5.5,Lockyer,1169,1,1,0,23,1,0,0,4,0,0,1,162,286.2,39.2,80.0,40.6,14,0.99,0.29,1.28,27.64,206,77,369,130,260,78,279,91,,,,,,,0.08,0.0,0.02,0.1,2.13,1.77,652,152,524,213,363,125,414,162,1.08,0.0
244,Kaboré,Issa,602,12,2,31,1.6,100.0,100.0,476369,0,0,0,0,0,0.7,1.4,5,1.2,False,,2023-12-30T22:30:10.464412Z,40,476369.jpg,2.7,False,,a,102,584886,1983,889991,1095,0.3,7.8,Kaboré,1298,0,3,0,29,0,0,0,6,0,0,3,174,202.4,165.4,58.0,42.4,16,0.22,1.68,1.90,30.32,263,99,174,38,302,94,265,84,,,,,,,0.02,0.0,0.12,0.14,2.1,2.01,736,207,222,70,362,124,123,52,1.11,0.0
245,Francis-Clarke,Aidan,648,12,2,0,0.0,0.0,0.0,552030,0,0,0,0,0,0.0,0.0,0,0.0,False,Season long loan to Dagenham and Redbridge,2023-09-11T14:13:13.987409Z,40,552030.jpg,0.0,False,,u,102,713,0,1442,2,0.0,0.0,Francis-Clarke,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,641,249,627,248,592,239,645,249,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,769,234,508,201,652,245,651,231,0.0,0.0
246,Johnson,Joseph,682,12,2,0,0.0,0.0,0.0,611011,0,0,0,0,0,0.0,0.0,0,0.0,False,Illness - Expected back 30 Mar,2024-03-01T16:30:10.065266Z,40,611011.jpg,0.0,False,,i,102,5348,5,4610,87,0.0,0.0,Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,647,253,633,252,598,243,651,253,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,775,238,514,205,658,249,536,203,0.0,0.0
247,Hashioka,Daiki,798,12,2,3,1.0,,,209293,0,0,0,0,0,0.1,0.2,2,0.6,False,,,40,209293.jpg,0.0,False,,a,102,717,77,274,29,0.2,0.8,Hashioka,120,0,0,0,2,0,0,0,0,0,0,0,11,9.6,0.3,4.0,1.4,1,0.05,0.00,0.05,2.64,479,175,491,180,443,162,500,177,,,,,,,0.04,0.0,0.0,0.04,1.98,1.5,698,183,289,92,443,154,694,245,0.75,0.0
248,Akanji,Manuel,341,13,2,71,3.5,100.0,100.0,211975,0,0,-1,1,1,0.0,4.7,2,4.2,False,,2024-01-07T21:30:10.406147Z,49,211975.jpg,3.9,False,,a,43,1140779,1969,1307856,3096,0.9,14.5,Akanji,1677,2,0,6,18,0,0,0,2,1,0,6,365,391.2,178.6,99.0,67.0,19,0.88,1.10,1.98,19.04,121,44,165,36,231,64,184,50,,,,,,,0.05,0.0,0.06,0.11,1.02,0.97,243,28,50,10,96,16,91,33,1.02,0.32
